reportyear,county_name,strata_level_name_code,strata_level_name,numerator,denominator,rate
2009,Fresno,5,Violent crime total,144,23744,1.51
2009,San Bernardino,1,Aggravated assault,283,99386,2.85
2009,San Bernardino,2,Forcible rape,28,99386,0.28
2009,San Bernardino,3,Murder and non-negligent manslaughter,6,99386,0.06
2009,San Bernardino,4,Robbery,225,99386,2.26
2009,San Bernardino,5,Violent crime total,542,99386,1.36
2009,Contra Costa,1,Aggravated assault,597,102566,5.82
2009,Contra Costa,2,Forcible rape,44,102566,0.43
2009,Contra Costa,3,Murder and non-negligent manslaughter,47,102566,0.46
2009,Contra Costa,4,Robbery,407,102566,3.97
2009,Contra Costa,5,Violent crime total,1095,102566,2.67
2009,Kern,1,Aggravated assault,141,25719,5.48
2009,Kern,2,Forcible rape,15,25719,0.58
2009,Kern,4,Robbery,10,25719,0.39
2009,Kern,5,Violent crime total,166,25719,1.61
2009,Humboldt,1,Aggravated assault,7,3184,2.2
2009,Humboldt,2,Forcible rape,1,3184,0.31
2009,Humboldt,4,Robbery,1,3184,0.31
2009,Humboldt,5,Violent crime total,9,3184,0.71
2009,Solano,1,Aggravated assault,49,8256,5.94
2009,Solano,4,Robbery,1,8256,0.12
2009,Solano,5,Violent crime total,50,8256,1.51
2009,San Joaquin,1,Aggravated assault,21,15039,1.4
2009,San Joaquin,2,Forcible rape,4,15039,0.27
2009,San Joaquin,4,Robbery,7,15039,0.47
2009,San Joaquin,5,Violent crime total,32,15039,0.53
2009,Stanislaus,1,Aggravated assault,42,21226,1.98
2009,Stanislaus,2,Forcible rape,1,21226,0.05
2009,Stanislaus,3,Murder and non-negligent manslaughter,3,21226,0.14
2009,Stanislaus,4,Robbery,11,21226,0.52
2009,Stanislaus,5,Violent crime total,57,21226,0.67
2009,Riverside,1,Aggravated assault,755,299871,2.52
2009,Riverside,2,Forcible rape,98,299871,0.33
2009,Riverside,3,Murder and non-negligent manslaughter,15,299871,0.05
2009,Riverside,4,Robbery,667,299871,2.22
2009,Riverside,5,Violent crime total,1535,299871,1.28
2009,Placer,1,Aggravated assault,43,54919,0.78
2009,Placer,2,Forcible rape,11,54919,0.2
2009,Placer,4,Robbery,17,54919,0.31
2009,Placer,5,Violent crime total,71,54919,0.32
2009,Sonoma,1,Aggravated assault,166,40401,4.11
2009,Sonoma,2,Forcible rape,8,40401,0.2
2009,Sonoma,4,Robbery,27,40401,0.67
2009,Sonoma,5,Violent crime total,201,40401,1.25
2009,Los Angeles,1,Aggravated assault,2,1912,1.05
2009,Los Angeles,5,Violent crime total,2,1912,0.26
2009,Los Angeles,1,Aggravated assault,7,7879,0.89
2009,Los Angeles,2,Forcible rape,1,7879,0.13
2009,Los Angeles,3,Murder and non-negligent manslaughter,1,7879,0.13
2009,Los Angeles,4,Robbery,5,7879,0.63
2009,Los Angeles,5,Violent crime total,14,7879,0.45
2009,Los Angeles,1,Aggravated assault,117,54501,2.15
2009,Los Angeles,2,Forcible rape,13,54501,0.24
2009,Los Angeles,3,Murder and non-negligent manslaughter,2,54501,0.04
2009,Los Angeles,4,Robbery,114,54501,2.09
2009,Los Angeles,5,Violent crime total,246,54501,1.13
2009,Placer,1,Aggravated assault,215,116846,1.84
2009,Placer,2,Forcible rape,14,116846,0.12
2009,Placer,3,Murder and non-negligent manslaughter,2,116846,0.02
2009,Placer,4,Robbery,92,116846,0.79
2009,Placer,5,Violent crime total,323,116846,0.69
2009,Sacramento,1,Aggravated assault,2350,470308,5.0
2009,Sacramento,2,Forcible rape,179,470308,0.38
2009,Sacramento,3,Murder and non-negligent manslaughter,30,470308,0.06
2009,Sacramento,4,Robbery,1606,470308,3.41
2009,Sacramento,5,Violent crime total,4165,470308,2.21
2009,Napa,1,Aggravated assault,4,5803,0.69
2009,Napa,5,Violent crime total,4,5803,0.17
2009,Monterey,1,Aggravated assault,678,143660,4.72
2009,Monterey,2,Forcible rape,47,143660,0.33
2009,Monterey,3,Murder and non-negligent manslaughter,29,143660,0.2
2009,Monterey,4,Robbery,379,143660,2.64
2009,Monterey,5,Violent crime total,1133,143660,1.97
2009,Marin,1,Aggravated assault,9,11943,0.75
2009,Marin,2,Forcible rape,4,11943,0.33
2009,Marin,4,Robbery,2,11943,0.17
2009,Marin,5,Violent crime total,15,11943,0.32
2009,San Bernardino,1,Aggravated assault,1138,199683,5.7
2009,San Bernardino,2,Forcible rape,61,199683,0.31
2009,San Bernardino,3,Murder and non-negligent manslaughter,32,199683,0.16
2009,San Bernardino,4,Robbery,677,199683,3.39
2009,San Bernardino,5,Violent crime total,1908,199683,2.39
2009,San Mateo,1,Aggravated assault,49,40333,1.21
2009,San Mateo,2,Forcible rape,8,40333,0.2
2009,San Mateo,4,Robbery,42,40333,1.04
2009,San Mateo,5,Violent crime total,99,40333,0.61
2009,Ventura,1,Aggravated assault,220,103997,2.12
2009,Ventura,2,Forcible rape,18,103997,0.17
2009,Ventura,3,Murder and non-negligent manslaughter,5,103997,0.05
2009,Ventura,4,Robbery,125,103997,1.2
2009,Ventura,5,Violent crime total,368,103997,0.89
2009,San Mateo,1,Aggravated assault,11,27187,0.4
2009,San Mateo,2,Forcible rape,2,27187,0.07
2009,San Mateo,4,Robbery,12,27187,0.44
2009,San Mateo,5,Violent crime total,25,27187,0.23
2009,Orange,1,Aggravated assault,32,62821,0.51
2009,Orange,2,Forcible rape,8,62821,0.13
2009,Orange,3,Murder and non-negligent manslaughter,1,62821,0.02
2009,Orange,4,Robbery,28,62821,0.45
2009,Orange,5,Violent crime total,69,62821,0.28
2009,Monterey,4,Robbery,4,375,10.67
2009,Monterey,5,Violent crime total,4,375,2.67
2009,San Diego,1,Aggravated assault,3667,1314773,2.79
2009,San Diego,2,Forcible rape,318,1314773,0.24
2009,San Diego,3,Murder and non-negligent manslaughter,41,1314773,0.03
2009,San Diego,4,Robbery,1905,1314773,1.45
2009,San Diego,5,Violent crime total,5931,1314773,1.13
2009,Los Angeles,1,Aggravated assault,61,35043,1.74
2009,Los Angeles,2,Forcible rape,9,35043,0.26
2009,Los Angeles,3,Murder and non-negligent manslaughter,1,35043,0.03
2009,Los Angeles,4,Robbery,33,35043,0.94
2009,Los Angeles,5,Violent crime total,104,35043,0.74
2009,Los Angeles,1,Aggravated assault,46,23856,1.93
2009,Los Angeles,2,Forcible rape,6,23856,0.25
2009,Los Angeles,4,Robbery,38,23856,1.59
2009,Los Angeles,5,Violent crime total,90,23856,0.94
2009,San Francisco,1,Aggravated assault,2310,809755,2.85
2009,San Francisco,2,Forcible rape,179,809755,0.22
2009,San Francisco,3,Murder and non-negligent manslaughter,45,809755,0.06
2009,San Francisco,4,Robbery,3423,809755,4.23
2009,San Francisco,5,Violent crime total,5957,809755,1.84
2009,Los Angeles,1,Aggravated assault,76,40507,1.88
2009,Los Angeles,2,Forcible rape,3,40507,0.07
2009,Los Angeles,3,Murder and non-negligent manslaughter,1,40507,0.02
2009,Los Angeles,4,Robbery,71,40507,1.75
2009,Los Angeles,5,Violent crime total,151,40507,0.93
2009,Fresno,1,Aggravated assault,99,26285,3.77
2009,Fresno,2,Forcible rape,8,26285,0.3
2009,Fresno,4,Robbery,18,26285,0.68
2009,Fresno,5,Violent crime total,125,26285,1.19
2009,Riverside,1,Aggravated assault,96,39848,2.41
2009,Riverside,2,Forcible rape,9,39848,0.23
2009,Riverside,3,Murder and non-negligent manslaughter,3,39848,0.08
2009,Riverside,4,Robbery,53,39848,1.33
2009,Riverside,5,Violent crime total,161,39848,1.01
2009,Santa Clara,1,Aggravated assault,2128,954009,2.23
2009,Santa Clara,2,Forcible rape,258,954009,0.27
2009,Santa Clara,3,Murder and non-negligent manslaughter,28,954009,0.03
2009,Santa Clara,4,Robbery,1025,954009,1.07
2009,Santa Clara,5,Violent crime total,3439,954009,0.9
2009,Orange,1,Aggravated assault,47,34896,1.35
2009,Orange,2,Forcible rape,1,34896,0.03
2009,Orange,4,Robbery,15,34896,0.43
2009,Orange,5,Violent crime total,63,34896,0.45
2009,Alameda,1,Aggravated assault,124,77676,1.6
2009,Alameda,2,Forcible rape,22,77676,0.28
2009,Alameda,3,Murder and non-negligent manslaughter,2,77676,0.03
2009,Alameda,4,Robbery,261,77676,3.36
2009,Alameda,5,Violent crime total,409,77676,1.32
2009,San Luis Obispo,1,Aggravated assault,71,43565,1.63
2009,San Luis Obispo,2,Forcible rape,30,43565,0.69
2009,San Luis Obispo,4,Robbery,39,43565,0.9
2009,San Luis Obispo,5,Violent crime total,140,43565,0.8
2009,San Diego,1,Aggravated assault,140,82258,1.7
2009,San Diego,2,Forcible rape,16,82258,0.19
2009,San Diego,3,Murder and non-negligent manslaughter,2,82258,0.02
2009,San Diego,4,Robbery,68,82258,0.83
2009,San Diego,5,Violent crime total,226,82258,0.69
2009,Los Angeles,1,Aggravated assault,4,12792,0.31
2009,Los Angeles,2,Forcible rape,2,12792,0.16
2009,Los Angeles,4,Robbery,3,12792,0.23
2009,Los Angeles,5,Violent crime total,9,12792,0.17
2009,San Mateo,1,Aggravated assault,210,92208,2.28
2009,San Mateo,2,Forcible rape,16,92208,0.17
2009,San Mateo,3,Murder and non-negligent manslaughter,2,92208,0.02
2009,San Mateo,4,Robbery,110,92208,1.19
2009,San Mateo,5,Violent crime total,338,92208,0.92
2009,Contra Costa,1,Aggravated assault,138,30783,4.48
2009,Contra Costa,2,Forcible rape,7,30783,0.23
2009,Contra Costa,3,Murder and non-negligent manslaughter,8,30783,0.26
2009,Contra Costa,4,Robbery,134,30783,4.35
2009,Contra Costa,5,Violent crime total,287,30783,2.33
2009,Marin,1,Aggravated assault,112,55544,2.02
2009,Marin,2,Forcible rape,14,55544,0.25
2009,Marin,3,Murder and non-negligent manslaughter,1,55544,0.02
2009,Marin,4,Robbery,77,55544,1.39
2009,Marin,5,Violent crime total,204,55544,0.92
2009,Contra Costa,1,Aggravated assault,28,49660,0.56
2009,Contra Costa,2,Forcible rape,1,49660,0.02
2009,Contra Costa,4,Robbery,17,49660,0.34
2009,Contra Costa,5,Violent crime total,46,49660,0.23
2009,Orange,1,Aggravated assault,755,339196,2.23
2009,Orange,2,Forcible rape,77,339196,0.23
2009,Orange,3,Murder and non-negligent manslaughter,25,339196,0.07
2009,Orange,4,Robbery,869,339196,2.56
2009,Orange,5,Violent crime total,1726,339196,1.27
2009,Santa Barbara,1,Aggravated assault,287,85715,3.35
2009,Santa Barbara,2,Forcible rape,29,85715,0.34
2009,Santa Barbara,3,Murder and non-negligent manslaughter,3,85715,0.03
2009,Santa Barbara,4,Robbery,109,85715,1.27
2009,Santa Barbara,5,Violent crime total,428,85715,1.25
2009,Santa Clara,1,Aggravated assault,79,111106,0.71
2009,Santa Clara,2,Forcible rape,20,111106,0.18
2009,Santa Clara,3,Murder and non-negligent manslaughter,6,111106,0.05
2009,Santa Clara,4,Robbery,63,111106,0.57
2009,Santa Clara,5,Violent crime total,168,111106,0.38
2009,Los Angeles,1,Aggravated assault,273,171112,1.6
2009,Los Angeles,2,Forcible rape,20,171112,0.12
2009,Los Angeles,3,Murder and non-negligent manslaughter,5,171112,0.03
2009,Los Angeles,4,Robbery,129,171112,0.75
2009,Los Angeles,5,Violent crime total,427,171112,0.62
2009,Santa Cruz,1,Aggravated assault,322,56155,5.73
2009,Santa Cruz,2,Forcible rape,36,56155,0.64
2009,Santa Cruz,3,Murder and non-negligent manslaughter,4,56155,0.07
2009,Santa Cruz,4,Robbery,91,56155,1.62
2009,Santa Cruz,5,Violent crime total,453,56155,2.02
2009,Los Angeles,1,Aggravated assault,66,17239,3.83
2009,Los Angeles,2,Forcible rape,7,17239,0.41
2009,Los Angeles,3,Murder and non-negligent manslaughter,5,17239,0.29
2009,Los Angeles,4,Robbery,53,17239,3.07
2009,Los Angeles,5,Violent crime total,131,17239,1.9
2009,Santa Barbara,1,Aggravated assault,615,87381,7.04
2009,Santa Barbara,2,Forcible rape,42,87381,0.48
2009,Santa Barbara,3,Murder and non-negligent manslaughter,5,87381,0.06
2009,Santa Barbara,4,Robbery,73,87381,0.84
2009,Santa Barbara,5,Violent crime total,735,87381,2.1
2009,Los Angeles,1,Aggravated assault,214,88038,2.43
2009,Los Angeles,2,Forcible rape,14,88038,0.16
2009,Los Angeles,3,Murder and non-negligent manslaughter,3,88038,0.03
2009,Los Angeles,4,Robbery,162,88038,1.84
2009,Los Angeles,5,Violent crime total,393,88038,1.11
2009,Ventura,1,Aggravated assault,64,28603,2.24
2009,Ventura,2,Forcible rape,4,28603,0.14
2009,Ventura,4,Robbery,40,28603,1.4
2009,Ventura,5,Violent crime total,108,28603,0.94
2009,Sonoma,1,Aggravated assault,546,156541,3.49
2009,Sonoma,2,Forcible rape,75,156541,0.48
2009,Sonoma,3,Murder and non-negligent manslaughter,2,156541,0.01
2009,Sonoma,4,Robbery,180,156541,1.15
2009,Sonoma,5,Violent crime total,803,156541,1.28
2009,San Diego,1,Aggravated assault,123,53957,2.28
2009,San Diego,2,Forcible rape,12,53957,0.22
2009,San Diego,4,Robbery,37,53957,0.69
2009,San Diego,5,Violent crime total,172,53957,0.8
2009,Santa Clara,1,Aggravated assault,12,30486,0.39
2009,Santa Clara,2,Forcible rape,1,30486,0.03
2009,Santa Clara,3,Murder and non-negligent manslaughter,1,30486,0.03
2009,Santa Clara,4,Robbery,3,30486,0.1
2009,Santa Clara,5,Violent crime total,17,30486,0.14
2009,Marin,1,Aggravated assault,9,7139,1.26
2009,Marin,2,Forcible rape,1,7139,0.14
2009,Marin,3,Murder and non-negligent manslaughter,1,7139,0.14
2009,Marin,5,Violent crime total,11,7139,0.39
2009,Santa Cruz,1,Aggravated assault,6,11098,0.54
2009,Santa Cruz,2,Forcible rape,2,11098,0.18
2009,Santa Cruz,4,Robbery,1,11098,0.09
2009,Santa Cruz,5,Violent crime total,9,11098,0.2
2009,Orange,1,Aggravated assault,40,24121,1.66
2009,Orange,2,Forcible rape,1,24121,0.04
2009,Orange,4,Robbery,10,24121,0.41
2009,Orange,5,Violent crime total,51,24121,0.53
2009,Monterey,1,Aggravated assault,105,33875,3.1
2009,Monterey,2,Forcible rape,13,33875,0.38
2009,Monterey,3,Murder and non-negligent manslaughter,1,33875,0.03
2009,Monterey,4,Robbery,48,33875,1.42
2009,Monterey,5,Violent crime total,167,33875,1.23
2009,Sonoma,1,Aggravated assault,10,7487,1.34
2009,Sonoma,2,Forcible rape,1,7487,0.13
2009,Sonoma,4,Robbery,4,7487,0.53
2009,Sonoma,5,Violent crime total,15,7487,0.5
2009,Fresno,1,Aggravated assault,49,23181,2.11
2009,Fresno,2,Forcible rape,6,23181,0.26
2009,Fresno,3,Murder and non-negligent manslaughter,1,23181,0.04
2009,Fresno,4,Robbery,45,23181,1.94
2009,Fresno,5,Violent crime total,101,23181,1.09
2009,Kern,1,Aggravated assault,47,16174,2.91
2009,Kern,2,Forcible rape,5,16174,0.31
2009,Kern,3,Murder and non-negligent manslaughter,3,16174,0.19
2009,Kern,4,Robbery,18,16174,1.11
2009,Kern,5,Violent crime total,73,16174,1.13
2009,Los Angeles,1,Aggravated assault,10,10860,0.92
2009,Los Angeles,5,Violent crime total,10,10860,0.23
2009,Los Angeles,1,Aggravated assault,26,11062,2.35
2009,Los Angeles,2,Forcible rape,6,11062,0.54
2009,Los Angeles,3,Murder and non-negligent manslaughter,2,11062,0.18
2009,Los Angeles,4,Robbery,19,11062,1.72
2009,Los Angeles,5,Violent crime total,53,11062,1.2
2009,Ventura,1,Aggravated assault,92,121538,0.76
2009,Ventura,2,Forcible rape,10,121538,0.08
2009,Ventura,3,Murder and non-negligent manslaughter,2,121538,0.02
2009,Ventura,4,Robbery,51,121538,0.42
2009,Ventura,5,Violent crime total,155,121538,0.32
2009,San Diego,1,Aggravated assault,20,12807,1.56
2009,San Diego,2,Forcible rape,2,12807,0.16
2009,San Diego,4,Robbery,11,12807,0.86
2009,San Diego,5,Violent crime total,33,12807,0.65
2009,Monterey,1,Aggravated assault,59,28748,2.05
2009,Monterey,3,Murder and non-negligent manslaughter,1,28748,0.03
2009,Monterey,4,Robbery,20,28748,0.7
2009,Monterey,5,Violent crime total,80,28748,0.69
2009,Santa Barbara,1,Aggravated assault,8,5127,1.56
2009,Santa Barbara,5,Violent crime total,8,5127,0.39
2009,Sonoma,1,Aggravated assault,18,9955,1.81
2009,Sonoma,2,Forcible rape,2,9955,0.2
2009,Sonoma,4,Robbery,5,9955,0.5
2009,Sonoma,5,Violent crime total,25,9955,0.63
2009,Tuolumne,1,Aggravated assault,36,4573,7.87
2009,Tuolumne,2,Forcible rape,7,4573,1.53
2009,Tuolumne,4,Robbery,7,4573,1.53
2009,Tuolumne,5,Violent crime total,50,4573,2.73
2009,Los Angeles,1,Aggravated assault,75,21422,3.5
2009,Los Angeles,2,Forcible rape,6,21422,0.28
2009,Los Angeles,4,Robbery,69,21422,3.22
2009,Los Angeles,5,Violent crime total,150,21422,1.75
2009,Los Angeles,1,Aggravated assault,177,96651,1.83
2009,Los Angeles,2,Forcible rape,19,96651,0.2
2009,Los Angeles,3,Murder and non-negligent manslaughter,10,96651,0.1
2009,Los Angeles,4,Robbery,360,96651,3.72
2009,Los Angeles,5,Violent crime total,566,96651,1.47
2009,El Dorado,1,Aggravated assault,100,23300,4.29
2009,El Dorado,2,Forcible rape,13,23300,0.56
2009,El Dorado,4,Robbery,30,23300,1.29
2009,El Dorado,5,Violent crime total,143,23300,1.53
2009,Los Angeles,1,Aggravated assault,6,24462,0.25
2009,Los Angeles,2,Forcible rape,3,24462,0.12
2009,Los Angeles,3,Murder and non-negligent manslaughter,1,24462,0.04
2009,Los Angeles,4,Robbery,20,24462,0.82
2009,Los Angeles,5,Violent crime total,30,24462,0.31
2009,San Mateo,1,Aggravated assault,115,62716,1.83
2009,San Mateo,2,Forcible rape,9,62716,0.14
2009,San Mateo,4,Robbery,72,62716,1.15
2009,San Mateo,5,Violent crime total,196,62716,0.78
2009,Kern,1,Aggravated assault,7,1661,4.21
2009,Kern,5,Violent crime total,7,1661,1.05
2009,Orange,1,Aggravated assault,71,37583,1.89
2009,Orange,2,Forcible rape,5,37583,0.13
2009,Orange,3,Murder and non-negligent manslaughter,3,37583,0.08
2009,Orange,4,Robbery,56,37583,1.49
2009,Orange,5,Violent crime total,135,37583,0.9
2009,San Joaquin,1,Aggravated assault,2329,292212,7.97
2009,San Joaquin,2,Forcible rape,82,292212,0.28
2009,San Joaquin,3,Murder and non-negligent manslaughter,33,292212,0.11
2009,San Joaquin,4,Robbery,1259,292212,4.31
2009,San Joaquin,5,Violent crime total,3703,292212,3.17
2009,Solano,1,Aggravated assault,66,27056,2.44
2009,Solano,2,Forcible rape,12,27056,0.44
2009,Solano,3,Murder and non-negligent manslaughter,1,27056,0.04
2009,Solano,4,Robbery,30,27056,1.11
2009,Solano,5,Violent crime total,109,27056,1.01
2009,Santa Clara,1,Aggravated assault,86,132144,0.65
2009,Santa Clara,2,Forcible rape,11,132144,0.08
2009,Santa Clara,3,Murder and non-negligent manslaughter,1,132144,0.01
2009,Santa Clara,4,Robbery,71,132144,0.54
2009,Santa Clara,5,Violent crime total,169,132144,0.32
2009,Lassen,1,Aggravated assault,58,17308,3.35
2009,Lassen,2,Forcible rape,3,17308,0.17
2009,Lassen,3,Murder and non-negligent manslaughter,1,17308,0.06
2009,Lassen,4,Robbery,8,17308,0.46
2009,Lassen,5,Violent crime total,70,17308,1.01
2009,Amador,1,Aggravated assault,10,2770,3.61
2009,Amador,2,Forcible rape,1,2770,0.36
2009,Amador,4,Robbery,3,2770,1.08
2009,Amador,5,Violent crime total,14,2770,1.26
2009,Kern,1,Aggravated assault,40,9184,4.36
2009,Kern,2,Forcible rape,1,9184,0.11
2009,Kern,4,Robbery,6,9184,0.65
2009,Kern,5,Violent crime total,47,9184,1.28
2009,Kern,1,Aggravated assault,35,11807,2.96
2009,Kern,2,Forcible rape,2,11807,0.17
2009,Kern,3,Murder and non-negligent manslaughter,1,11807,0.08
2009,Kern,4,Robbery,1,11807,0.08
2009,Kern,5,Violent crime total,39,11807,0.82
2009,Riverside,1,Aggravated assault,52,100922,0.52
2009,Riverside,2,Forcible rape,14,100922,0.14
2009,Riverside,3,Murder and non-negligent manslaughter,1,100922,0.01
2009,Riverside,4,Robbery,59,100922,0.58
2009,Riverside,5,Violent crime total,126,100922,0.31
2009,Los Angeles,1,Aggravated assault,36,38909,0.93
2009,Los Angeles,4,Robbery,20,38909,0.51
2009,Los Angeles,5,Violent crime total,56,38909,0.36
2009,Ventura,1,Aggravated assault,102,123735,0.82
2009,Ventura,2,Forcible rape,19,123735,0.15
2009,Ventura,3,Murder and non-negligent manslaughter,2,123735,0.02
2009,Ventura,4,Robbery,40,123735,0.32
2009,Ventura,5,Violent crime total,163,123735,0.33
2009,Marin,1,Aggravated assault,4,8675,0.46
2009,Marin,3,Murder and non-negligent manslaughter,1,8675,0.12
2009,Marin,5,Violent crime total,5,8675,0.14
2009,Los Angeles,1,Aggravated assault,94,141109,0.67
2009,Los Angeles,2,Forcible rape,25,141109,0.18
2009,Los Angeles,3,Murder and non-negligent manslaughter,1,141109,0.01
2009,Los Angeles,4,Robbery,139,141109,0.99
2009,Los Angeles,5,Violent crime total,259,141109,0.46
2009,San Joaquin,1,Aggravated assault,64,82019,0.78
2009,San Joaquin,2,Forcible rape,4,82019,0.05
2009,San Joaquin,3,Murder and non-negligent manslaughter,5,82019,0.06
2009,San Joaquin,4,Robbery,80,82019,0.98
2009,San Joaquin,5,Violent crime total,153,82019,0.47
2009,Nevada,1,Aggravated assault,18,16447,1.09
2009,Nevada,2,Forcible rape,3,16447,0.18
2009,Nevada,3,Murder and non-negligent manslaughter,1,16447,0.06
2009,Nevada,4,Robbery,2,16447,0.12
2009,Nevada,5,Violent crime total,24,16447,0.36
2009,Tulare,1,Aggravated assault,308,58006,5.31
2009,Tulare,2,Forcible rape,9,58006,0.16
2009,Tulare,3,Murder and non-negligent manslaughter,4,58006,0.07
2009,Tulare,4,Robbery,84,58006,1.45
2009,Tulare,5,Violent crime total,405,58006,1.75
2009,Siskiyou,1,Aggravated assault,1,952,1.05
2009,Siskiyou,4,Robbery,1,952,1.05
2009,Siskiyou,5,Violent crime total,2,952,0.53
2009,Stanislaus,1,Aggravated assault,264,69859,3.78
2009,Stanislaus,2,Forcible rape,22,69859,0.31
2009,Stanislaus,3,Murder and non-negligent manslaughter,6,69859,0.09
2009,Stanislaus,4,Robbery,117,69859,1.67
2009,Stanislaus,5,Violent crime total,409,69859,1.46
2009,Orange,1,Aggravated assault,31,72286,0.43
2009,Orange,2,Forcible rape,4,72286,0.06
2009,Orange,4,Robbery,57,72286,0.79
2009,Orange,5,Violent crime total,92,72286,0.32
2009,San Bernardino,1,Aggravated assault,100,34083,2.93
2009,San Bernardino,2,Forcible rape,5,34083,0.15
2009,San Bernardino,4,Robbery,9,34083,0.26
2009,San Bernardino,5,Violent crime total,114,34083,0.83
2009,Mendocino,1,Aggravated assault,96,14896,6.44
2009,Mendocino,2,Forcible rape,5,14896,0.34
2009,Mendocino,4,Robbery,16,14896,1.07
2009,Mendocino,5,Violent crime total,117,14896,1.96
2009,Alameda,1,Aggravated assault,193,72666,2.66
2009,Alameda,2,Forcible rape,15,72666,0.21
2009,Alameda,3,Murder and non-negligent manslaughter,2,72666,0.03
2009,Alameda,4,Robbery,174,72666,2.39
2009,Alameda,5,Violent crime total,384,72666,1.32
2009,San Bernardino,1,Aggravated assault,23,72461,0.32
2009,San Bernardino,2,Forcible rape,3,72461,0.04
2009,San Bernardino,3,Murder and non-negligent manslaughter,1,72461,0.01
2009,San Bernardino,4,Robbery,40,72461,0.55
2009,San Bernardino,5,Violent crime total,67,72461,0.23
2009,Solano,1,Aggravated assault,162,92538,1.75
2009,Solano,2,Forcible rape,15,92538,0.16
2009,Solano,3,Murder and non-negligent manslaughter,1,92538,0.01
2009,Solano,4,Robbery,96,92538,1.04
2009,Solano,5,Violent crime total,274,92538,0.74
2009,Solano,1,Aggravated assault,507,114443,4.43
2009,Solano,2,Forcible rape,42,114443,0.37
2009,Solano,3,Murder and non-negligent manslaughter,10,114443,0.09
2009,Solano,4,Robbery,439,114443,3.84
2009,Solano,5,Violent crime total,998,114443,2.18
2009,Los Angeles,1,Aggravated assault,12,90,133.33
2009,Los Angeles,3,Murder and non-negligent manslaughter,2,90,22.22
2009,Los Angeles,4,Robbery,35,90,388.89
2009,Los Angeles,5,Violent crime total,49,90,136.11
2009,San Bernardino,1,Aggravated assault,436,117150,3.72
2009,San Bernardino,2,Forcible rape,48,117150,0.41
2009,San Bernardino,3,Murder and non-negligent manslaughter,10,117150,0.09
2009,San Bernardino,4,Robbery,289,117150,2.47
2009,San Bernardino,5,Violent crime total,783,117150,1.67
2009,Orange,2,Forcible rape,1,5968,0.17
2009,Orange,4,Robbery,1,5968,0.17
2009,Orange,5,Violent crime total,2,5968,0.09
2009,Tulare,1,Aggravated assault,401,124263,3.23
2009,Tulare,2,Forcible rape,53,124263,0.43
2009,Tulare,3,Murder and non-negligent manslaughter,9,124263,0.07
2009,Tulare,4,Robbery,185,124263,1.49
2009,Tulare,5,Violent crime total,648,124263,1.3
2009,San Diego,1,Aggravated assault,316,91252,3.46
2009,San Diego,2,Forcible rape,29,91252,0.32
2009,San Diego,4,Robbery,145,91252,1.59
2009,San Diego,5,Violent crime total,490,91252,1.34
2009,Los Angeles,1,Aggravated assault,19,30819,0.62
2009,Los Angeles,2,Forcible rape,3,30819,0.1
2009,Los Angeles,4,Robbery,21,30819,0.68
2009,Los Angeles,5,Violent crime total,43,30819,0.35
2009,Contra Costa,1,Aggravated assault,85,63356,1.34
2009,Contra Costa,2,Forcible rape,4,63356,0.06
2009,Contra Costa,3,Murder and non-negligent manslaughter,1,63356,0.02
2009,Contra Costa,4,Robbery,41,63356,0.65
2009,Contra Costa,5,Violent crime total,131,63356,0.52
2009,Stanislaus,1,Aggravated assault,26,9124,2.85
2009,Stanislaus,2,Forcible rape,1,9124,0.11
2009,Stanislaus,4,Robbery,5,9124,0.55
2009,Stanislaus,5,Violent crime total,32,9124,0.88
2009,Santa Cruz,1,Aggravated assault,243,50898,4.77
2009,Santa Cruz,2,Forcible rape,17,50898,0.33
2009,Santa Cruz,3,Murder and non-negligent manslaughter,4,50898,0.08
2009,Santa Cruz,4,Robbery,86,50898,1.69
2009,Santa Cruz,5,Violent crime total,350,50898,1.72
2009,Siskiyou,1,Aggravated assault,23,3031,7.59
2009,Siskiyou,1,Aggravated assault,23,2390,9.62
2009,Siskiyou,2,Forcible rape,2,3031,0.66
2009,Siskiyou,2,Forcible rape,2,2390,0.84
2009,Siskiyou,4,Robbery,4,3031,1.32
2009,Siskiyou,4,Robbery,4,2390,1.67
2009,Siskiyou,5,Violent crime total,29,3031,2.39
2009,Siskiyou,5,Violent crime total,29,2390,3.03
2009,Los Angeles,1,Aggravated assault,141,105846,1.33
2009,Los Angeles,2,Forcible rape,14,105846,0.13
2009,Los Angeles,3,Murder and non-negligent manslaughter,8,105846,0.08
2009,Los Angeles,4,Robbery,152,105846,1.44
2009,Los Angeles,5,Violent crime total,315,105846,0.74
2009,Los Angeles,1,Aggravated assault,201,36020,5.58
2009,Los Angeles,2,Forcible rape,10,36020,0.28
2009,Los Angeles,4,Robbery,115,36020,3.19
2009,Los Angeles,5,Violent crime total,326,36020,2.26
2009,Los Angeles,1,Aggravated assault,2,8479,0.24
2009,Los Angeles,4,Robbery,3,8479,0.35
2009,Los Angeles,5,Violent crime total,5,8479,0.15
2009,Orange,1,Aggravated assault,158,89057,1.77
2009,Orange,2,Forcible rape,14,89057,0.16
2009,Orange,4,Robbery,93,89057,1.04
2009,Orange,5,Violent crime total,265,89057,0.74
2009,Imperial,1,Aggravated assault,1,2207,0.45
